Cast	Pic	Task	Part	Dur	Lang	RT	Rep	Freq_1_LF	CogStatus_1_C
vestido	124	BN	2P26	422	2	539	1	2	1
violín	104	BN	2P26	317	2	588	1	1	1
violín	104	BN	2P26	320	2	654	3	1	1
violín	104	BN	2P26	340	2	728	2	1	1
violín	104	BN	2P26	308	2	605	4	1	1
avión	123	BN	2P27	412	2	672	1	2	1
avión	123	BN	2P27	376	2	705	2	2	1
avión	123	BN	2P27	420	2	964	3	2	1
avión	123	BN	2P27	488	2	1052	4	2	1
balcón	120	BN	2P27	451	2	697	1	2	1
balcón	120	BN	2P27	515	2	722	3	2	1
balcón	120	BN	2P27	513	2	751	2	2	1
balcón	120	BN	2P27	499	2	671	4	2	1
bolsa	128	BN	2P27	412	2	738	1	2	1
bolsa	128	BN	2P27	376	2	702	2	2	1
bolsa	128	BN	2P27	432	2	642	4	2	1
bombilla	107	BN	2P27	533	2	697	2	1	1
bombilla	107	BN	2P27	527	2	571	1	1	1
bombilla	107	BN	2P27	497	2	1163	4	1	1
bombilla	107	BN	2P27	452	2	1103	3	1	1
calcetín	112	BN	2P27	639	2	538	1	1	2
calcetín	112	BN	2P27	593	2	629	3	1	2
calcetín	112	BN	2P27	571	2	973	2	1	2
calcetín	112	BN	2P27	546	2	723	4	1	2
cepillo	113	BN	2P27	566	2	675	1	1	2
cepillo	113	BN	2P27	564	2	645	2	1	2
cepillo	113	BN	2P27	606	2	1469	4	1	2
cepillo	113	BN	2P27	491	2	630	3	1	2
colchón	111	BN	2P27	546	2	884	1	1	2
colchón	111	BN	2P27	456	2	767	2	1	2
colchón	111	BN	2P27	520	2	790	4	1	2
colchón	111	BN	2P27	503	2	710	3	1	2
columpio	114	BN	2P27	585	2	874	1	1	2
columpio	114	BN	2P27	702	2	1232	4	1	2
columpio	114	BN	2P27	576	2	749	2	1	2
columpio	114	BN	2P27	565	2	753	3	1	2
corcho	110	BN	2P27	434	2	1257	1	1	2
corcho	110	BN	2P27	477	2	944	4	1	2
corcho	110	BN	2P27	466	2	1373	2	1	2
corcho	110	BN	2P27	454	2	942	3	1	2
cuchillo	132	BN	2P27	581	2	539	3	2	2
cuchillo	132	BN	2P27	685	2	570	2	2	2
cuchillo	132	BN	2P27	538	2	804	1	2	2
cuchillo	132	BN	2P27	579	2	791	4	2	2
escalera	125	BN	2P27	573	2	665	1	2	1
escalera	125	BN	2P27	546	2	620	3	2	1
escalera	125	BN	2P27	504	2	789	2	2	1
escalera	125	BN	2P27	508	2	977	4	2	1
escoba	105	BN	2P27	552	2	853	1	1	1
escoba	105	BN	2P27	451	2	712	2	1	1
escoba	105	BN	2P27	469	2	686	3	1	1
escoba	105	BN	2P27	485	2	1099	4	1	1
espejo	133	BN	2P27	540	2	741	3	2	2
espejo	133	BN	2P27	489	2	1044	1	2	2
espejo	133	BN	2P27	544	2	607	4	2	2
espejo	133	BN	2P27	463	2	865	2	2	2
flor	127	BN	2P27	307	2	567	2	2	1
flor	127	BN	2P27	311	2	619	1	2	1
flor	127	BN	2P27	351	2	736	3	2	1
flor	127	BN	2P27	344	2	971	4	2	1
globo	100	BN	2P27	380	2	634	1	1	1
globo	100	BN	2P27	354	2	603	2	1	1
globo	100	BN	2P27	362	2	682	3	1	1
globo	100	BN	2P27	380	2	623	4	1	1
hacha	116	BN	2P27	376	2	778	4	1	2
hacha	116	BN	2P27	397	2	1137	2	1	2
hacha	116	BN	2P27	339	2	1304	3	1	2
hacha	116	BN	2P27	432	2	2043	1	1	2
hilo	130	BN	2P27	264	2	961	1	2	2
hilo	130	BN	2P27	295	2	797	3	2	2
hilo	130	BN	2P27	299	2	676	4	2	2
hoja	135	BN	2P27	383	2	814	2	2	2
hoja	135	BN	2P27	344	2	647	1	2	2
hoja	135	BN	2P27	324	2	1010	3	2	2
hoja	135	BN	2P27	331	2	601	4	2	2
hoz	115	BN	2P27	294	2	788	4	1	2
hoz	115	BN	2P27	294	2	1538	1	1	2
hoz	115	BN	2P27	242	2	703	3	1	2
hoz	115	BN	2P27	296	2	739	2	1	2
hucha	119	BN	2P27	387	2	615	1	1	2
hucha	119	BN	2P27	362	2	939	2	1	2
hucha	119	BN	2P27	351	2	783	4	1	2
hucha	119	BN	2P27	343	2	618	3	1	2
huevo	131	BN	2P27	387	2	614	2	2	2
huevo	131	BN	2P27	357	2	606	4	2	2
huevo	131	BN	2P27	327	2	623	1	2	2
huevo	131	BN	2P27	299	2	554	3	2	2
mancha	136	BN	2P27	451	2	635	1	2	2
mancha	136	BN	2P27	364	2	606	2	2	2
mancha	136	BN	2P27	340	2	560	3	2	2
mancha	136	BN	2P27	372	2	709	4	2	2
mesa	137	BN	2P27	373	2	749	4	2	2
mesa	137	BN	2P27	340	2	599	3	2	2
mesa	137	BN	2P27	365	2	710	2	2	2
mesa	137	BN	2P27	305	2	647	1	2	2
muleta	117	BN	2P27	431	2	878	2	1	2
muleta	117	BN	2P27	405	2	776	1	1	2
muleta	117	BN	2P27	472	2	884	4	1	2
muleta	117	BN	2P27	413	2	764	3	1	2
patín	102	BN	2P27	466	2	753	1	1	1
patín	102	BN	2P27	457	2	580	4	1	1
patín	102	BN	2P27	458	2	629	3	1	1
pelota	129	BN	2P27	420	2	985	1	2	1
pelota	129	BN	2P27	429	2	860	3	2	1
pelota	129	BN	2P27	432	2	1175	4	2	1
pelota	129	BN	2P27	452	2	916	2	2	1
peluca	108	BN	2P27	457	2	744	1	1	1
peluca	108	BN	2P27	504	2	735	4	1	1
peluca	108	BN	2P27	500	2	816	2	1	1
peluca	108	BN	2P27	409	2	601	3	1	1
peonza	118	BN	2P27	479	2	794	1	1	2
peonza	118	BN	2P27	590	2	589	3	1	2
peonza	118	BN	2P27	473	2	616	4	1	2
peonza	118	BN	2P27	507	2	1061	2	1	2
pincel	103	BN	2P27	518	2	827	1	1	1
pincel	103	BN	2P27	501	2	683	3	1	1
pincel	103	BN	2P27	452	2	650	2	1	1
pincel	103	BN	2P27	491	2	681	4	1	1
puerta	126	BN	2P27	398	2	774	1	2	1
puerta	126	BN	2P27	351	2	743	2	2	1
puerta	126	BN	2P27	352	2	743	3	2	1
puerta	126	BN	2P27	350	2	803	4	2	1
regadera	106	BN	2P27	626	2	840	2	1	1
regadera	106	BN	2P27	552	2	761	1	1	1
regadera	106	BN	2P27	615	2	864	3	1	1
regadera	106	BN	2P27	526	2	1133	4	1	1
reloj	121	BN	2P27	438	2	642	1	2	1
reloj	121	BN	2P27	424	2	801	3	2	1
reloj	121	BN	2P27	453	2	724	4	2	1
reloj	121	BN	2P27	410	2	715	2	2	1
sierra	109	BN	2P27	456	2	1677	1	1	1
sierra	109	BN	2P27	451	2	1416	2	1	1
sierra	109	BN	2P27	390	2	615	4	1	1
sierra	109	BN	2P27	445	2	640	3	1	1
silla	138	BN	2P27	432	2	700	4	2	2
silla	138	BN	2P27	413	2	544	3	2	2
silla	138	BN	2P27	394	2	622	1	2	2
silla	138	BN	2P27	417	2	1061	2	2	2
sombrero	134	BN	2P27	549	2	862	2	2	2
sombrero	134	BN	2P27	538	2	1060	4	2	2
sombrero	134	BN	2P27	529	2	832	1	2	2
sombrero	134	BN	2P27	579	2	706	3	2	2
taburete	101	BN	2P27	599	2	827	2	1	1
taburete	101	BN	2P27	614	2	739	1	1	1
taburete	101	BN	2P27	590	2	658	3	1	1
taburete	101	BN	2P27	635	2	731	4	1	1
teléfono	122	BN	2P27	676	2	662	2	2	1
teléfono	122	BN	2P27	544	2	633	1	2	1
teléfono	122	BN	2P27	464	2	1712	3	2	1
teléfono	122	BN	2P27	632	2	572	4	2	1
ventana	139	BN	2P27	499	2	741	3	2	2
ventana	139	BN	2P27	491	2	768	4	2	2
ventana	139	BN	2P27	466	2	1312	1	2	2
ventana	139	BN	2P27	541	2	990	2	2	2
vestido	124	BN	2P27	510	2	797	1	2	1
vestido	124	BN	2P27	489	2	669	2	2	1
vestido	124	BN	2P27	476	2	560	4	2	1
violín	104	BN	2P27	510	2	737	1	1	1
violín	104	BN	2P27	537	2	648	3	1	1
violín	104	BN	2P27	518	2	653	2	1	1
violín	104	BN	2P27	460	2	765	4	1	1
avión	123	BN	2P28	411	2	673	2	2	1
avión	123	BN	2P28	414	2	655	1	2	1
avión	123	BN	2P28	393	2	605	4	2	1
avión	123	BN	2P28	407	2	569	3	2	1
balcón	120	BN	2P28	468	2	984	1	2	1
balcón	120	BN	2P28	460	2	900	2	2	1
balcón	120	BN	2P28	426	2	759	4	2	1
balcón	120	BN	2P28	497	2	915	3	2	1
bolsa	128	BN	2P28	427	2	711	2	2	1
bolsa	128	BN	2P28	391	2	761	1	2	1
bolsa	128	BN	2P28	311	2	597	4	2	1
bolsa	128	BN	2P28	405	2	644	3	2	1
bombilla	107	BN	2P28	504	2	625	1	1	1
bombilla	107	BN	2P28	519	2	656	3	1	1
bombilla	107	BN	2P28	529	2	553	4	1	1
bombilla	107	BN	2P28	448	2	555	2	1	1
calcetín	112	BN	2P28	529	2	671	4	1	2
calcetín	112	BN	2P28	582	2	724	3	1	2
calcetín	112	BN	2P28	509	2	924	1	1	2
calcetín	112	BN	2P28	481	2	724	2	1	2
cepillo	113	BN	2P28	533	2	701	4	1	2
cepillo	113	BN	2P28	475	2	701	2	1	2
cepillo	113	BN	2P28	546	2	704	1	1	2
cepillo	113	BN	2P28	500	2	694	3	1	2
colchón	111	BN	2P28	448	2	650	3	1	2
colchón	111	BN	2P28	413	2	592	4	1	2
colchón	111	BN	2P28	514	2	790	1	1	2
colchón	111	BN	2P28	454	2	633	2	1	2
columpio	114	BN	2P28	440	2	665	4	1	2
columpio	114	BN	2P28	491	2	754	3	1	2
columpio	114	BN	2P28	578	2	731	2	1	2
columpio	114	BN	2P28	451	2	1302	1	1	2
corcho	110	BN	2P28	301	2	684	3	1	2
corcho	110	BN	2P28	391	2	1011	1	1	2
corcho	110	BN	2P28	289	2	834	4	1	2
corcho	110	BN	2P28	399	2	1501	2	1	2
cuchillo	132	BN	2P28	466	2	1143	1	2	2
cuchillo	132	BN	2P28	460	2	685	2	2	2
cuchillo	132	BN	2P28	449	2	617	3	2	2
cuchillo	132	BN	2P28	456	2	707	4	2	2
escalera	125	BN	2P28	493	2	783	1	2	1
escalera	125	BN	2P28	537	2	664	2	2	1
escalera	125	BN	2P28	477	2	1026	3	2	1
escalera	125	BN	2P28	474	2	646	4	2	1
escoba	105	BN	2P28	463	2	714	3	1	1
escoba	105	BN	2P28	482	2	624	4	1	1
escoba	105	BN	2P28	454	2	1014	1	1	1
escoba	105	BN	2P28	429	2	817	2	1	1
espejo	133	BN	2P28	507	2	668	1	2	2
espejo	133	BN	2P28	473	2	644	3	2	2
espejo	133	BN	2P28	505	2	621	2	2	2
espejo	133	BN	2P28	543	2	610	4	2	2
flor	127	BN	2P28	286	2	681	1	2	1
flor	127	BN	2P28	347	2	615	2	2	1
flor	127	BN	2P28	301	2	644	4	2	1
flor	127	BN	2P28	311	2	636	3	2	1
globo	100	BN	2P28	389	2	842	2	1	1
globo	100	BN	2P28	307	2	636	4	1	1
globo	100	BN	2P28	408	2	685	1	1	1
globo	100	BN	2P28	365	2	643	3	1	1
hacha	116	BN	2P28	324	2	818	4	1	2
hacha	116	BN	2P28	334	2	691	1	1	2
hacha	116	BN	2P28	375	2	918	2	1	2
hacha	116	BN	2P28	403	2	829	3	1	2
hilo	130	BN	2P28	286	2	831	2	2	2
hilo	130	BN	2P28	399	2	1129	1	2	2
hilo	130	BN	2P28	312	2	1029	3	2	2
hilo	130	BN	2P28	297	2	738	4	2	2
hoja	135	BN	2P28	326	2	758	1	2	2
hoja	135	BN	2P28	257	2	588	3	2	2
hoja	135	BN	2P28	368	2	692	2	2	2
hoja	135	BN	2P28	377	2	753	4	2	2
hoz	115	BN	2P28	324	2	736	4	1	2
hoz	115	BN	2P28	358	2	770	1	1	2
hoz	115	BN	2P28	359	2	806	2	1	2
hoz	115	BN	2P28	372	2	781	3	1	2
hucha	119	BN	2P28	324	2	925	1	1	2
hucha	119	BN	2P28	425	2	716	2	1	2
hucha	119	BN	2P28	327	2	661	4	1	2
hucha	119	BN	2P28	410	2	644	3	1	2
huevo	131	BN	2P28	310	2	762	1	2	2
huevo	131	BN	2P28	320	2	684	2	2	2
huevo	131	BN	2P28	280	2	717	4	2	2
huevo	131	BN	2P28	355	2	605	3	2	2
mancha	136	BN	2P28	374	2	876	4	2	2
mancha	136	BN	2P28	437	2	953	3	2	2
mancha	136	BN	2P28	465	2	1003	2	2	2
mesa	137	BN	2P28	332	2	642	1	2	2
mesa	137	BN	2P28	379	2	791	3	2	2
mesa	137	BN	2P28	262	2	632	4	2	2
mesa	137	BN	2P28	365	2	663	2	2	2
muleta	117	BN	2P28	423	2	896	1	1	2
muleta	117	BN	2P28	442	2	633	4	1	2
muleta	117	BN	2P28	470	2	737	3	1	2
muleta	117	BN	2P28	426	2	957	2	1	2
patín	102	BN	2P28	436	2	710	1	1	1
patín	102	BN	2P28	401	2	697	3	1	1
patín	102	BN	2P28	413	2	790	2	1	1
patín	102	BN	2P28	396	2	724	4	1	1
pelota	129	BN	2P28	388	2	675	1	2	1
pelota	129	BN	2P28	448	2	737	2	2	1
pelota	129	BN	2P28	411	2	606	4	2	1
pelota	129	BN	2P28	321	2	799	3	2	1
peluca	108	BN	2P28	387	2	588	3	1	1
peluca	108	BN	2P28	422	2	758	1	1	1
peluca	108	BN	2P28	381	2	602	4	1	1
peluca	108	BN	2P28	446	2	634	2	1	1
peonza	118	BN	2P28	458	2	777	3	1	2
peonza	118	BN	2P28	353	2	752	4	1	2
peonza	118	BN	2P28	440	2	947	1	1	2
peonza	118	BN	2P28	460	2	1231	2	1	2
pincel	103	BN	2P28	417	2	643	3	1	1
pincel	103	BN	2P28	482	2	720	2	1	1
pincel	103	BN	2P28	456	2	719	1	1	1
pincel	103	BN	2P28	455	2	651	4	1	1
puerta	126	BN	2P28	406	2	958	1	2	1
puerta	126	BN	2P28	397	2	844	4	2	1
puerta	126	BN	2P28	372	2	1104	3	2	1
puerta	126	BN	2P28	383	2	927	2	2	1
regadera	106	BN	2P28	487	2	773	3	1	1
regadera	106	BN	2P28	469	2	781	1	1	1
regadera	106	BN	2P28	433	2	645	4	1	1
regadera	106	BN	2P28	465	2	793	2	1	1
reloj	121	BN	2P28	430	2	800	1	2	1
reloj	121	BN	2P28	465	2	597	2	2	1
reloj	121	BN	2P28	419	2	825	3	2	1
reloj	121	BN	2P28	469	2	599	4	2	1
sierra	109	BN	2P28	398	2	569	3	1	1
sierra	109	BN	2P28	469	2	693	1	1	1
sierra	109	BN	2P28	429	2	583	4	1	1
sierra	109	BN	2P28	408	2	951	2	1	1
silla	138	BN	2P28	446	2	699	1	2	2
silla	138	BN	2P28	383	2	897	3	2	2
silla	138	BN	2P28	388	2	651	4	2	2
silla	138	BN	2P28	399	2	627	2	2	2
sombrero	134	BN	2P28	536	2	679	1	2	2
sombrero	134	BN	2P28	518	2	567	3	2	2
sombrero	134	BN	2P28	503	2	573	2	2	2
sombrero	134	BN	2P28	537	2	599	4	2	2
taburete	101	BN	2P28	463	2	706	3	1	1
taburete	101	BN	2P28	539	2	818	4	1	1
taburete	101	BN	2P28	573	2	944	1	1	1
taburete	101	BN	2P28	550	2	772	2	1	1
teléfono	122	BN	2P28	469	2	737	2	2	1
teléfono	122	BN	2P28	463	2	689	1	2	1
teléfono	122	BN	2P28	445	2	573	3	2	1
teléfono	122	BN	2P28	494	2	556	4	2	1
ventana	139	BN	2P28	483	2	896	4	2	2
ventana	139	BN	2P28	488	2	778	3	2	2
ventana	139	BN	2P28	444	2	866	2	2	2
ventana	139	BN	2P28	517	2	760	1	2	2
vestido	124	BN	2P28	543	2	650	1	2	1
vestido	124	BN	2P28	515	2	750	2	2	1
vestido	124	BN	2P28	516	2	622	3	2	1
vestido	124	BN	2P28	480	2	619	4	2	1
violín	104	BN	2P28	429	2	640	3	1	1
violín	104	BN	2P28	410	2	593	4	1	1
violín	104	BN	2P28	388	2	709	2	1	1
violín	104	BN	2P28	431	2	644	1	1	1
avión	123	BN	2P29	475	2	645	1	2	1
avión	123	BN	2P29	476	2	602	2	2	1
avión	123	BN	2P29	515	2	548	4	2	1
avión	123	BN	2P29	455	2	552	3	2	1
balcón	120	BN	2P29	488	2	694	1	2	1
balcón	120	BN	2P29	534	2	676	4	2	1
balcón	120	BN	2P29	486	2	1397	2	2	1
balcón	120	BN	2P29	535	2	652	3	2	1
bolsa	128	BN	2P29	486	2	694	1	2	1
bolsa	128	BN	2P29	435	2	648	4	2	1
bolsa	128	BN	2P29	465	2	587	3	2	1
bolsa	128	BN	2P29	464	2	648	2	2	1
bombilla	107	BN	2P29	523	2	685	1	1	1
bombilla	107	BN	2P29	574	2	583	3	1	1
bombilla	107	BN	2P29	564	2	557	4	1	1
bombilla	107	BN	2P29	547	2	663	2	1	1
calcetín	112	BN	2P29	611	2	625	1	1	2
calcetín	112	BN	2P29	589	2	544	2	1	2
calcetín	112	BN	2P29	617	2	581	4	1	2
cepillo	113	BN	2P29	539	2	678	2	1	2
cepillo	113	BN	2P29	574	2	838	3	1	2
cepillo	113	BN	2P29	555	2	786	1	1	2
cepillo	113	BN	2P29	637	2	695	4	1	2
colchón	111	BN	2P29	515	2	638	1	1	2
colchón	111	BN	2P29	534	2	572	3	1	2
colchón	111	BN	2P29	525	2	565	2	1	2
colchón	111	BN	2P29	599	2	537	4	1	2
columpio	114	BN	2P29	589	2	736	1	1	2
columpio	114	BN	2P29	590	2	578	3	1	2
columpio	114	BN	2P29	555	2	690	4	1	2
columpio	114	BN	2P29	591	2	780	2	1	2
corcho	110	BN	2P29	485	2	598	4	1	2
corcho	110	BN	2P29	490	2	761	1	1	2
corcho	110	BN	2P29	480	2	804	3	1	2
corcho	110	BN	2P29	446	2	909	2	1	2
cuchillo	132	BN	2P29	535	2	590	4	2	2
cuchillo	132	BN	2P29	557	2	613	2	2	2
cuchillo	132	BN	2P29	611	2	612	1	2	2
cuchillo	132	BN	2P29	618	2	550	3	2	2
escalera	125	BN	2P29	565	2	630	4	2	1
escalera	125	BN	2P29	590	2	680	1	2	1
escalera	125	BN	2P29	602	2	563	3	2	1
escalera	125	BN	2P29	606	2	1047	2	2	1
escoba	105	BN	2P29	541	2	627	2	1	1
escoba	105	BN	2P29	561	2	638	1	1	1
escoba	105	BN	2P29	507	2	565	4	1	1
escoba	105	BN	2P29	553	2	519	3	1	1
espejo	133	BN	2P29	564	2	566	4	2	2
espejo	133	BN	2P29	575	2	617	3	2	2
espejo	133	BN	2P29	525	2	583	1	2	2
espejo	133	BN	2P29	642	2	488	2	2	2
flor	127	BN	2P29	317	2	670	4	2	1
flor	127	BN	2P29	334	2	640	3	2	1
flor	127	BN	2P29	366	2	662	1	2	1
flor	127	BN	2P29	327	2	663	2	2	1
globo	100	BN	2P29	468	2	803	1	1	1
globo	100	BN	2P29	396	2	632	2	1	1
globo	100	BN	2P29	375	2	629	3	1	1
globo	100	BN	2P29	377	2	654	4	1	1
hacha	116	BN	2P29	406	2	727	1	1	2
hacha	116	BN	2P29	367	2	1093	4	1	2
hacha	116	BN	2P29	406	2	698	2	1	2
hilo	130	BN	2P29	343	2	729	1	2	2
hilo	130	BN	2P29	384	2	541	2	2	2
hilo	130	BN	2P29	364	2	518	4	2	2
hilo	130	BN	2P29	332	2	978	3	2	2
hoja	135	BN	2P29	368	2	605	2	2	2
hoja	135	BN	2P29	379	2	617	4	2	2
hoja	135	BN	2P29	387	2	612	3	2	2
hoja	135	BN	2P29	364	2	577	1	2	2
hoz	115	BN	2P29	306	2	691	4	1	2
hoz	115	BN	2P29	312	2	688	1	1	2
hoz	115	BN	2P29	301	2	603	3	1	2
hoz	115	BN	2P29	349	2	702	2	1	2
hucha	119	BN	2P29	385	2	802	1	1	2
hucha	119	BN	2P29	383	2	837	2	1	2
hucha	119	BN	2P29	367	2	820	3	1	2
hucha	119	BN	2P29	389	2	610	4	1	2
huevo	131	BN	2P29	341	2	628	2	2	2
huevo	131	BN	2P29	299	2	514	4	2	2
huevo	131	BN	2P29	353	2	582	1	2	2
huevo	131	BN	2P29	389	2	517	3	2	2
mancha	136	BN	2P29	500	2	550	4	2	2
mancha	136	BN	2P29	456	2	675	2	2	2
mancha	136	BN	2P29	459	2	571	3	2	2
mancha	136	BN	2P29	443	2	639	1	2	2
mesa	137	BN	2P29	374	2	766	4	2	2
mesa	137	BN	2P29	403	2	709	2	2	2
mesa	137	BN	2P29	456	2	692	1	2	2
mesa	137	BN	2P29	411	2	760	3	2	2
muleta	117	BN	2P29	495	2	1030	1	1	2
muleta	117	BN	2P29	481	2	1264	3	1	2
muleta	117	BN	2P29	464	2	790	2	1	2
muleta	117	BN	2P29	458	2	957	4	1	2
patín	102	BN	2P29	453	2	655	2	1	1
patín	102	BN	2P29	422	2	611	1	1	1
patín	102	BN	2P29	444	2	634	3	1	1
patín	102	BN	2P29	445	2	667	4	1	1
pelota	129	BN	2P29	441	2	589	1	2	1
pelota	129	BN	2P29	444	2	613	3	2	1
pelota	129	BN	2P29	432	2	1042	2	2	1
pelota	129	BN	2P29	426	2	629	4	2	1
peluca	108	BN	2P29	496	2	759	1	1	1
peluca	108	BN	2P29	453	2	667	3	1	1
peluca	108	BN	2P29	492	2	660	4	1	1
peluca	108	BN	2P29	459	2	668	2	1	1
peonza	118	BN	2P29	470	2	914	4	1	2
peonza	118	BN	2P29	535	2	1435	3	1	2
peonza	118	BN	2P29	605	2	876	1	1	2
peonza	118	BN	2P29	539	2	1271	2	1	2
pincel	103	BN	2P29	557	2	669	1	1	1
pincel	103	BN	2P29	554	2	724	2	1	1
pincel	103	BN	2P29	510	2	718	3	1	1
pincel	103	BN	2P29	496	2	645	4	1	1
puerta	126	BN	2P29	408	2	865	4	2	1
puerta	126	BN	2P29	412	2	798	1	2	1
puerta	126	BN	2P29	380	2	1256	3	2	1
puerta	126	BN	2P29	449	2	846	2	2	1
regadera	106	BN	2P29	494	2	814	2	1	1
regadera	106	BN	2P29	562	2	951	1	1	1
regadera	106	BN	2P29	549	2	685	4	1	1
regadera	106	BN	2P29	636	2	614	3	1	1
reloj	121	BN	2P29	529	2	602	1	2	1
reloj	121	BN	2P29	473	2	577	3	2	1
reloj	121	BN	2P29	507	2	648	2	2	1
reloj	121	BN	2P29	522	2	633	4	2	1
sierra	109	BN	2P29	471	2	654	2	1	1
sierra	109	BN	2P29	527	2	806	1	1	1
sierra	109	BN	2P29	502	2	587	3	1	1
sierra	109	BN	2P29	487	2	545	4	1	1
silla	138	BN	2P29	456	2	793	2	2	2
silla	138	BN	2P29	440	2	499	3	2	2
silla	138	BN	2P29	439	2	889	1	2	2
silla	138	BN	2P29	458	2	577	4	2	2
sombrero	134	BN	2P29	568	2	665	3	2	2
sombrero	134	BN	2P29	579	2	636	2	2	2
sombrero	134	BN	2P29	638	2	790	1	2	2
sombrero	134	BN	2P29	561	2	602	4	2	2
taburete	101	BN	2P29	537	2	755	2	1	1
taburete	101	BN	2P29	581	2	865	4	1	1
taburete	101	BN	2P29	565	2	936	3	1	1
taburete	101	BN	2P29	581	2	854	1	1	1
teléfono	122	BN	2P29	563	2	587	1	2	1
teléfono	122	BN	2P29	534	2	496	3	2	1
teléfono	122	BN	2P29	531	2	652	2	2	1
teléfono	122	BN	2P29	581	2	509	4	2	1
ventana	139	BN	2P29	586	2	614	3	2	2
ventana	139	BN	2P29	530	2	674	1	2	2
ventana	139	BN	2P29	560	2	653	2	2	2
ventana	139	BN	2P29	545	2	597	4	2	2
vestido	124	BN	2P29	562	2	616	4	2	1
vestido	124	BN	2P29	521	2	667	1	2	1
vestido	124	BN	2P29	536	2	764	2	2	1
vestido	124	BN	2P29	562	2	604	3	2	1
violín	104	BN	2P29	444	2	679	1	1	1
violín	104	BN	2P29	428	2	608	3	1	1
violín	104	BN	2P29	459	2	626	4	1	1
violín	104	BN	2P29	442	2	583	2	1	1
avión	123	BN	2P3	365	2	1033	2	2	1
avión	123	BN	2P3	360	2	756	1	2	1
avión	123	BN	2P3	326	2	1240	3	2	1
avión	123	BN	2P3	377	2	861	4	2	1
balcón	120	BN	2P3	493	2	1580	3	2	1
balcón	120	BN	2P3	394	2	1369	1	2	1
balcón	120	BN	2P3	440	2	1880	2	2	1
bolsa	128	BN	2P3	466	2	832	4	2	1
bolsa	128	BN	2P3	398	2	773	2	2	1
bolsa	128	BN	2P3	378	2	789	3	2	1
bolsa	128	BN	2P3	481	2	744	1	2	1
bombilla	107	BN	2P3	445	2	1513	1	1	1
bombilla	107	BN	2P3	525	2	899	4	1	1
bombilla	107	BN	2P3	544	2	1736	2	1	1
bombilla	107	BN	2P3	499	2	1142	3	1	1
calcetín	112	BN	2P3	495	2	651	1	1	2
calcetín	112	BN	2P3	462	2	703	3	1	2
calcetín	112	BN	2P3	476	2	1832	4	1	2
calcetín	112	BN	2P3	508	2	967	2	1	2
cepillo	113	BN	2P3	421	2	802	4	1	2
cepillo	113	BN	2P3	477	2	753	1	1	2
cepillo	113	BN	2P3	502	2	806	3	1	2
cepillo	113	BN	2P3	459	2	699	2	1	2
colchón	111	BN	2P3	452	2	961	4	1	2
colchón	111	BN	2P3	455	2	714	3	1	2
colchón	111	BN	2P3	463	2	795	2	1	2
colchón	111	BN	2P3	446	2	937	1	1	2
columpio	114	BN	2P3	518	2	676	1	1	2
columpio	114	BN	2P3	487	2	1014	4	1	2
columpio	114	BN	2P3	499	2	965	2	1	2
columpio	114	BN	2P3	494	2	1683	3	1	2
corcho	110	BN	2P3	390	2	1400	2	1	2
corcho	110	BN	2P3	284	2	1213	1	1	2
corcho	110	BN	2P3	422	2	1326	3	1	2
corcho	110	BN	2P3	430	2	1316	4	1	2
cuchillo	132	BN	2P3	501	2	1195	1	2	2
cuchillo	132	BN	2P3	475	2	1063	2	2	2
cuchillo	132	BN	2P3	423	2	1265	4	2	2
cuchillo	132	BN	2P3	478	2	917	3	2	2
escalera	125	BN	2P3	473	2	1514	2	2	1
escalera	125	BN	2P3	521	2	1207	4	2	1
escalera	125	BN	2P3	441	2	823	1	2	1
escalera	125	BN	2P3	464	2	1185	3	2	1
escoba	105	BN	2P3	448	2	901	1	1	1
escoba	105	BN	2P3	472	2	694	2	1	1
escoba	105	BN	2P3	464	2	993	3	1	1
escoba	105	BN	2P3	455	2	707	4	1	1
espejo	133	BN	2P3	501	2	1795	1	2	2
espejo	133	BN	2P3	506	2	994	2	2	2
espejo	133	BN	2P3	537	2	1338	3	2	2
espejo	133	BN	2P3	506	2	1382	4	2	2
flor	127	BN	2P3	267	2	677	2	2	1
flor	127	BN	2P3	219	2	745	1	2	1
flor	127	BN	2P3	303	2	780	3	2	1
flor	127	BN	2P3	346	2	826	4	2	1
globo	100	BN	2P3	336	2	861	4	1	1
globo	100	BN	2P3	357	2	709	1	1	1
globo	100	BN	2P3	388	2	672	2	1	1
hacha	116	BN	2P3	345	2	1321	4	1	2
hacha	116	BN	2P3	353	2	1633	3	1	2
hacha	116	BN	2P3	412	2	1179	1	1	2
hacha	116	BN	2P3	333	2	1553	2	1	2
hilo	130	BN	2P3	285	2	1045	2	2	2
hilo	130	BN	2P3	248	2	1008	1	2	2
hilo	130	BN	2P3	248	2	879	3	2	2
hilo	130	BN	2P3	271	2	1159	4	2	2
hoja	135	BN	2P3	326	2	949	1	2	2
hoja	135	BN	2P3	351	2	709	2	2	2
hoja	135	BN	2P3	320	2	969	3	2	2
hoja	135	BN	2P3	299	2	1159	4	2	2
hoz	115	BN	2P3	228	2	780	4	1	2
hoz	115	BN	2P3	244	2	972	3	1	2
hoz	115	BN	2P3	160	2	1018	1	1	2
hoz	115	BN	2P3	273	2	1049	2	1	2
hucha	119	BN	2P3	311	2	777	3	1	2
