Cast	Pic	Task	Part	Dur	Lang	RT	Rep	Freq_1_LF	CogStatus_1_C
sierra	109	BN	1P26	391	1	725	3	1	1
sierra	109	BN	1P26	464	1	817	4	1	1
sierra	109	BN	1P26	338	1	889	1	1	1
silla	138	BN	1P26	359	1	562	3	2	2
silla	138	BN	1P26	378	1	659	2	2	2
silla	138	BN	1P26	363	1	897	1	2	2
silla	138	BN	1P26	382	1	519	4	2	2
sombrero	134	BN	1P26	504	1	512	2	2	2
sombrero	134	BN	1P26	543	1	554	4	2	2
sombrero	134	BN	1P26	536	1	509	3	2	2
sombrero	134	BN	1P26	552	1	587	1	2	2
taburete	101	BN	1P26	504	1	689	1	1	1
taburete	101	BN	1P26	473	1	673	2	1	1
taburete	101	BN	1P26	483	1	691	4	1	1
taburete	101	BN	1P26	462	1	707	3	1	1
teléfono	122	BN	1P26	545	1	641	3	2	1
teléfono	122	BN	1P26	512	1	590	4	2	1
teléfono	122	BN	1P26	535	1	645	1	2	1
teléfono	122	BN	1P26	459	1	583	2	2	1
ventana	139	BN	1P26	462	1	590	3	2	2
ventana	139	BN	1P26	516	1	867	1	2	2
ventana	139	BN	1P26	498	1	792	4	2	2
ventana	139	BN	1P26	518	1	676	2	2	2
vestido	124	BN	1P26	497	1	681	1	2	1
vestido	124	BN	1P26	506	1	511	4	2	1
vestido	124	BN	1P26	535	1	750	3	2	1
vestido	124	BN	1P26	527	1	621	2	2	1
violín	104	BN	1P26	338	1	603	2	1	1
violín	104	BN	1P26	392	1	783	1	1	1
violín	104	BN	1P26	355	1	844	4	1	1
violín	104	BN	1P26	287	1	951	3	1	1
avión	123	BN	1P27	443	1	577	3	2	1
avión	123	BN	1P27	393	1	574	2	2	1
avión	123	BN	1P27	468	1	624	1	2	1
avión	123	BN	1P27	471	1	542	4	2	1
balcón	120	BN	1P27	451	1	835	1	2	1
balcón	120	BN	1P27	451	1	593	3	2	1
balcón	120	BN	1P27	366	1	670	2	2	1
balcón	120	BN	1P27	494	1	514	4	2	1
bolsa	128	BN	1P27	369	1	982	1	2	1
bolsa	128	BN	1P27	394	1	684	2	2	1
bolsa	128	BN	1P27	368	1	537	3	2	1
bolsa	128	BN	1P27	381	1	790	4	2	1
bombilla	107	BN	1P27	564	1	1233	1	1	1
bombilla	107	BN	1P27	405	1	1195	3	1	1
bombilla	107	BN	1P27	453	1	1277	2	1	1
bombilla	107	BN	1P27	503	1	645	4	1	1
calcetín	112	BN	1P27	666	1	561	3	1	2
calcetín	112	BN	1P27	640	1	571	1	1	2
calcetín	112	BN	1P27	542	1	545	2	1	2
calcetín	112	BN	1P27	553	1	534	4	1	2
cepillo	113	BN	1P27	458	1	511	3	1	2
cepillo	113	BN	1P27	505	1	990	1	1	2
cepillo	113	BN	1P27	480	1	563	4	1	2
cepillo	113	BN	1P27	467	1	492	2	1	2
colchón	111	BN	1P27	450	1	928	1	1	2
colchón	111	BN	1P27	412	1	792	2	1	2
colchón	111	BN	1P27	427	1	706	4	1	2
colchón	111	BN	1P27	331	1	690	3	1	2
columpio	114	BN	1P27	483	1	1135	2	1	2
columpio	114	BN	1P27	477	1	1116	3	1	2
columpio	114	BN	1P27	652	1	1100	1	1	2
columpio	114	BN	1P27	487	1	943	4	1	2
corcho	110	BN	1P27	306	1	676	4	1	2
corcho	110	BN	1P27	343	1	712	3	1	2
corcho	110	BN	1P27	484	1	908	1	1	2
corcho	110	BN	1P27	268	1	788	2	1	2
cuchillo	132	BN	1P27	475	1	665	3	2	2
cuchillo	132	BN	1P27	468	1	580	1	2	2
cuchillo	132	BN	1P27	469	1	518	2	2	2
cuchillo	132	BN	1P27	496	1	655	4	2	2
escalera	125	BN	1P27	537	1	687	1	2	1
escalera	125	BN	1P27	466	1	817	2	2	1
escalera	125	BN	1P27	471	1	656	3	2	1
escalera	125	BN	1P27	472	1	583	4	2	1
escoba	105	BN	1P27	428	1	776	1	1	1
escoba	105	BN	1P27	450	1	594	3	1	1
escoba	105	BN	1P27	497	1	508	2	1	1
escoba	105	BN	1P27	355	1	715	4	1	1
espejo	133	BN	1P27	463	1	571	1	2	2
espejo	133	BN	1P27	451	1	594	2	2	2
espejo	133	BN	1P27	445	1	565	3	2	2
espejo	133	BN	1P27	412	1	517	4	2	2
flor	127	BN	1P27	203	1	510	2	2	1
flor	127	BN	1P27	222	1	509	3	2	1
flor	127	BN	1P27	227	1	523	1	2	1
flor	127	BN	1P27	303	1	516	4	2	1
globo	100	BN	1P27	410	1	1003	1	1	1
globo	100	BN	1P27	312	1	551	2	1	1
globo	100	BN	1P27	271	1	691	3	1	1
globo	100	BN	1P27	340	1	512	4	1	1
hacha	116	BN	1P27	365	1	681	1	1	2
hacha	116	BN	1P27	315	1	544	2	1	2
hacha	116	BN	1P27	300	1	617	3	1	2
hacha	116	BN	1P27	306	1	500	4	1	2
hilo	130	BN	1P27	297	1	612	3	2	2
hilo	130	BN	1P27	234	1	618	2	2	2
hilo	130	BN	1P27	301	1	517	4	2	2
hilo	130	BN	1P27	248	1	803	1	2	2
hoja	135	BN	1P27	249	1	778	3	2	2
hoja	135	BN	1P27	377	1	617	1	2	2
hoja	135	BN	1P27	314	1	594	2	2	2
hoja	135	BN	1P27	257	1	676	4	2	2
hoz	115	BN	1P27	255	1	670	1	1	2
hoz	115	BN	1P27	268	1	632	2	1	2
hoz	115	BN	1P27	200	1	644	3	1	2
hoz	115	BN	1P27	316	1	629	4	1	2
hucha	119	BN	1P27	370	1	781	1	1	2
hucha	119	BN	1P27	298	1	602	2	1	2
hucha	119	BN	1P27	184	1	562	3	1	2
hucha	119	BN	1P27	378	1	533	4	1	2
huevo	131	BN	1P27	296	1	547	3	2	2
huevo	131	BN	1P27	262	1	526	2	2	2
huevo	131	BN	1P27	365	1	768	1	2	2
huevo	131	BN	1P27	313	1	590	4	2	2
mancha	136	BN	1P27	468	1	572	1	2	2
mancha	136	BN	1P27	443	1	503	4	2	2
mancha	136	BN	1P27	412	1	438	3	2	2
mancha	136	BN	1P27	351	1	517	2	2	2
mesa	137	BN	1P27	294	1	844	4	2	2
mesa	137	BN	1P27	386	1	471	2	2	2
mesa	137	BN	1P27	408	1	797	1	2	2
mesa	137	BN	1P27	310	1	437	3	2	2
muleta	117	BN	1P27	356	1	1632	2	1	2
muleta	117	BN	1P27	319	1	891	3	1	2
muleta	117	BN	1P27	414	1	1158	4	1	2
patín	102	BN	1P27	454	1	631	1	1	1
patín	102	BN	1P27	379	1	564	4	1	1
patín	102	BN	1P27	450	1	618	2	1	1
patín	102	BN	1P27	421	1	610	3	1	1
pelota	129	BN	1P27	354	1	740	2	2	1
pelota	129	BN	1P27	330	1	673	3	2	1
pelota	129	BN	1P27	453	1	993	1	2	1
pelota	129	BN	1P27	322	1	683	4	2	1
peluca	108	BN	1P27	440	1	597	1	1	1
peluca	108	BN	1P27	328	1	518	3	1	1
peluca	108	BN	1P27	351	1	577	2	1	1
peluca	108	BN	1P27	373	1	571	4	1	1
peonza	118	BN	1P27	540	1	1144	1	1	2
peonza	118	BN	1P27	430	1	610	2	1	2
peonza	118	BN	1P27	403	1	543	3	1	2
peonza	118	BN	1P27	436	1	563	4	1	2
pincel	103	BN	1P27	548	1	622	1	1	1
pincel	103	BN	1P27	399	1	553	2	1	1
pincel	103	BN	1P27	443	1	677	3	1	1
pincel	103	BN	1P27	373	1	558	4	1	1
puerta	126	BN	1P27	397	1	534	2	2	1
puerta	126	BN	1P27	395	1	595	1	2	1
puerta	126	BN	1P27	300	1	794	3	2	1
puerta	126	BN	1P27	363	1	513	4	2	1
regadera	106	BN	1P27	557	1	779	1	1	1
regadera	106	BN	1P27	414	1	679	4	1	1
regadera	106	BN	1P27	421	1	720	3	1	1
regadera	106	BN	1P27	458	1	754	2	1	1
reloj	121	BN	1P27	408	1	635	1	2	1
reloj	121	BN	1P27	370	1	671	2	2	1
reloj	121	BN	1P27	294	1	526	3	2	1
reloj	121	BN	1P27	377	1	568	4	2	1
sierra	109	BN	1P27	372	1	568	3	1	1
sierra	109	BN	1P27	537	1	767	1	1	1
sierra	109	BN	1P27	340	1	675	2	1	1
sierra	109	BN	1P27	401	1	653	4	1	1
silla	138	BN	1P27	426	1	509	4	2	2
silla	138	BN	1P27	369	1	644	2	2	2
silla	138	BN	1P27	369	1	479	3	2	2
silla	138	BN	1P27	431	1	585	1	2	2
sombrero	134	BN	1P27	424	1	476	3	2	2
sombrero	134	BN	1P27	518	1	602	1	2	2
sombrero	134	BN	1P27	460	1	533	2	2	2
sombrero	134	BN	1P27	490	1	507	4	2	2
taburete	101	BN	1P27	497	1	636	4	1	1
taburete	101	BN	1P27	438	1	873	2	1	1
taburete	101	BN	1P27	492	1	817	3	1	1
teléfono	122	BN	1P27	585	1	912	1	2	1
teléfono	122	BN	1P27	479	1	531	3	2	1
teléfono	122	BN	1P27	458	1	595	2	2	1
teléfono	122	BN	1P27	445	1	656	4	2	1
ventana	139	BN	1P27	435	1	520	3	2	2
ventana	139	BN	1P27	440	1	596	2	2	2
ventana	139	BN	1P27	564	1	584	1	2	2
ventana	139	BN	1P27	521	1	565	4	2	2
vestido	124	BN	1P27	474	1	565	2	2	1
vestido	124	BN	1P27	529	1	548	3	2	1
vestido	124	BN	1P27	619	1	696	1	2	1
vestido	124	BN	1P27	515	1	509	4	2	1
violín	104	BN	1P27	462	1	582	1	1	1
violín	104	BN	1P27	415	1	624	3	1	1
violín	104	BN	1P27	420	1	591	2	1	1
violín	104	BN	1P27	442	1	510	4	1	1
avión	123	BN	1P28	251	1	634	4	2	1
avión	123	BN	1P28	262	1	547	2	2	1
avión	123	BN	1P28	269	1	541	1	2	1
avión	123	BN	1P28	248	1	838	3	2	1
balcón	120	BN	1P28	316	1	848	4	2	1
balcón	120	BN	1P28	344	1	914	1	2	1
balcón	120	BN	1P28	344	1	986	3	2	1
balcón	120	BN	1P28	340	1	652	2	2	1
bolsa	128	BN	1P28	359	1	677	1	2	1
bolsa	128	BN	1P28	353	1	590	4	2	1
bolsa	128	BN	1P28	336	1	601	3	2	1
bolsa	128	BN	1P28	343	1	563	2	2	1
bombilla	107	BN	1P28	439	1	548	3	1	1
bombilla	107	BN	1P28	364	1	797	4	1	1
bombilla	107	BN	1P28	401	1	695	2	1	1
bombilla	107	BN	1P28	397	1	673	1	1	1
calcetín	112	BN	1P28	482	1	604	3	1	2
calcetín	112	BN	1P28	460	1	574	2	1	2
calcetín	112	BN	1P28	410	1	555	4	1	2
calcetín	112	BN	1P28	431	1	541	1	1	2
cepillo	113	BN	1P28	381	1	894	3	1	2
cepillo	113	BN	1P28	334	1	730	4	1	2
cepillo	113	BN	1P28	352	1	739	2	1	2
cepillo	113	BN	1P28	395	1	761	1	1	2
colchón	111	BN	1P28	375	1	998	2	1	2
colchón	111	BN	1P28	348	1	574	3	1	2
colchón	111	BN	1P28	326	1	680	4	1	2
colchón	111	BN	1P28	386	1	1304	1	1	2
columpio	114	BN	1P28	365	1	647	3	1	2
columpio	114	BN	1P28	361	1	552	2	1	2
columpio	114	BN	1P28	373	1	630	4	1	2
columpio	114	BN	1P28	344	1	532	1	1	2
corcho	110	BN	1P28	321	1	978	1	1	2
corcho	110	BN	1P28	270	1	1321	3	1	2
corcho	110	BN	1P28	289	1	1333	4	1	2
corcho	110	BN	1P28	307	1	1373	2	1	2
cuchillo	132	BN	1P28	413	1	697	3	2	2
cuchillo	132	BN	1P28	394	1	604	4	2	2
cuchillo	132	BN	1P28	409	1	704	1	2	2
cuchillo	132	BN	1P28	365	1	506	2	2	2
escalera	125	BN	1P28	354	1	773	4	2	1
escalera	125	BN	1P28	269	1	662	2	2	1
escalera	125	BN	1P28	373	1	913	1	2	1
escalera	125	BN	1P28	359	1	544	3	2	1
escoba	105	BN	1P28	340	1	567	2	1	1
escoba	105	BN	1P28	333	1	740	3	1	1
escoba	105	BN	1P28	268	1	595	4	1	1
escoba	105	BN	1P28	320	1	874	1	1	1
espejo	133	BN	1P28	250	1	622	3	2	2
espejo	133	BN	1P28	369	1	585	2	2	2
espejo	133	BN	1P28	300	1	747	4	2	2
espejo	133	BN	1P28	395	1	596	1	2	2
flor	127	BN	1P28	198	1	520	3	2	1
flor	127	BN	1P28	261	1	478	2	2	1
flor	127	BN	1P28	257	1	484	1	2	1
flor	127	BN	1P28	182	1	522	4	2	1
globo	100	BN	1P28	284	1	499	1	1	1
globo	100	BN	1P28	329	1	527	2	1	1
globo	100	BN	1P28	253	1	563	3	1	1
globo	100	BN	1P28	261	1	568	4	1	1
hacha	116	BN	1P28	242	1	1109	3	1	2
hacha	116	BN	1P28	256	1	992	4	1	2
hilo	130	BN	1P28	211	1	610	3	2	2
hilo	130	BN	1P28	191	1	630	4	2	2
hilo	130	BN	1P28	217	1	940	1	2	2
hilo	130	BN	1P28	207	1	717	2	2	2
hoja	135	BN	1P28	195	1	609	4	2	2
hoja	135	BN	1P28	266	1	498	2	2	2
hoja	135	BN	1P28	237	1	618	3	2	2
hoja	135	BN	1P28	233	1	648	1	2	2
hoz	115	BN	1P28	194	1	994	3	1	2
hoz	115	BN	1P28	187	1	701	4	1	2
hoz	115	BN	1P28	269	1	744	2	1	2
hucha	119	BN	1P28	306	1	734	1	1	2
hucha	119	BN	1P28	216	1	652	4	1	2
hucha	119	BN	1P28	276	1	673	3	1	2
hucha	119	BN	1P28	306	1	724	2	1	2
huevo	131	BN	1P28	253	1	522	4	2	2
huevo	131	BN	1P28	257	1	553	3	2	2
huevo	131	BN	1P28	244	1	660	1	2	2
huevo	131	BN	1P28	245	1	511	2	2	2
mancha	136	BN	1P28	357	1	600	1	2	2
mancha	136	BN	1P28	276	1	509	4	2	2
mancha	136	BN	1P28	326	1	500	3	2	2
mancha	136	BN	1P28	322	1	506	2	2	2
mesa	137	BN	1P28	304	1	583	2	2	2
mesa	137	BN	1P28	241	1	467	1	2	2
mesa	137	BN	1P28	281	1	509	4	2	2
mesa	137	BN	1P28	313	1	501	3	2	2
muleta	117	BN	1P28	281	1	991	4	1	2
muleta	117	BN	1P28	294	1	975	3	1	2
muleta	117	BN	1P28	291	1	1356	2	1	2
muleta	117	BN	1P28	324	1	1639	1	1	2
patín	102	BN	1P28	292	1	614	4	1	1
patín	102	BN	1P28	300	1	671	3	1	1
patín	102	BN	1P28	326	1	672	2	1	1
patín	102	BN	1P28	406	1	567	1	1	1
pelota	129	BN	1P28	292	1	561	4	2	1
pelota	129	BN	1P28	274	1	633	1	2	1
pelota	129	BN	1P28	279	1	1120	2	2	1
pelota	129	BN	1P28	299	1	543	3	2	1
peluca	108	BN	1P28	280	1	657	4	1	1
peluca	108	BN	1P28	359	1	606	3	1	1
peluca	108	BN	1P28	297	1	589	2	1	1
peluca	108	BN	1P28	313	1	567	1	1	1
peonza	118	BN	1P28	324	1	638	4	1	2
peonza	118	BN	1P28	312	1	553	3	1	2
peonza	118	BN	1P28	402	1	855	1	1	2
peonza	118	BN	1P28	362	1	632	2	1	2
pincel	103	BN	1P28	320	1	517	1	1	1
pincel	103	BN	1P28	333	1	775	2	1	1
pincel	103	BN	1P28	344	1	539	4	1	1
pincel	103	BN	1P28	333	1	667	3	1	1
puerta	126	BN	1P28	253	1	533	4	2	1
puerta	126	BN	1P28	256	1	529	2	2	1
puerta	126	BN	1P28	312	1	562	1	2	1
puerta	126	BN	1P28	278	1	531	3	2	1
regadera	106	BN	1P28	344	1	674	4	1	1
regadera	106	BN	1P28	362	1	707	2	1	1
regadera	106	BN	1P28	355	1	742	3	1	1
regadera	106	BN	1P28	382	1	983	1	1	1
reloj	121	BN	1P28	240	1	698	1	2	1
reloj	121	BN	1P28	284	1	538	3	2	1
reloj	121	BN	1P28	223	1	691	4	2	1
reloj	121	BN	1P28	246	1	646	2	2	1
sierra	109	BN	1P28	319	1	963	3	1	1
sierra	109	BN	1P28	300	1	760	4	1	1
silla	138	BN	1P28	302	1	607	3	2	2
silla	138	BN	1P28	286	1	563	2	2	2
silla	138	BN	1P28	261	1	459	4	2	2
sombrero	134	BN	1P28	418	1	673	2	2	2
sombrero	134	BN	1P28	385	1	626	4	2	2
sombrero	134	BN	1P28	439	1	580	1	2	2
sombrero	134	BN	1P28	380	1	534	3	2	2
taburete	101	BN	1P28	372	1	849	3	1	1
taburete	101	BN	1P28	382	1	787	2	1	1
taburete	101	BN	1P28	354	1	841	4	1	1
taburete	101	BN	1P28	378	1	818	1	1	1
teléfono	122	BN	1P28	372	1	524	2	2	1
teléfono	122	BN	1P28	368	1	517	1	2	1
teléfono	122	BN	1P28	356	1	606	4	2	1
teléfono	122	BN	1P28	328	1	579	3	2	1
ventana	139	BN	1P28	400	1	565	1	2	2
ventana	139	BN	1P28	405	1	604	2	2	2
ventana	139	BN	1P28	402	1	634	4	2	2
ventana	139	BN	1P28	384	1	647	3	2	2
vestido	124	BN	1P28	419	1	538	2	2	1
vestido	124	BN	1P28	420	1	552	1	2	1
vestido	124	BN	1P28	369	1	588	4	2	1
vestido	124	BN	1P28	373	1	578	3	2	1
violín	104	BN	1P28	306	1	715	1	1	1
violín	104	BN	1P28	319	1	689	3	1	1
violín	104	BN	1P28	328	1	582	2	1	1
violín	104	BN	1P28	298	1	601	4	1	1
avión	123	BN	1P29	276	1	498	1	2	1
avión	123	BN	1P29	297	1	430	3	2	1
avión	123	BN	1P29	321	1	458	2	2	1
avión	123	BN	1P29	251	1	477	4	2	1
balcón	120	BN	1P29	395	1	646	2	2	1
balcón	120	BN	1P29	372	1	643	3	2	1
balcón	120	BN	1P29	367	1	602	1	2	1
balcón	120	BN	1P29	324	1	595	4	2	1
bolsa	128	BN	1P29	339	1	653	1	2	1
bolsa	128	BN	1P29	330	1	659	4	2	1
bolsa	128	BN	1P29	367	1	521	2	2	1
bolsa	128	BN	1P29	355	1	496	3	2	1
bombilla	107	BN	1P29	382	1	559	3	1	1
bombilla	107	BN	1P29	397	1	472	1	1	1
bombilla	107	BN	1P29	356	1	423	4	1	1
bombilla	107	BN	1P29	397	1	443	2	1	1
calcetín	112	BN	1P29	421	1	471	3	1	2
calcetín	112	BN	1P29	458	1	481	4	1	2
calcetín	112	BN	1P29	489	1	429	2	1	2
calcetín	112	BN	1P29	440	1	468	1	1	2
cepillo	113	BN	1P29	397	1	470	3	1	2
cepillo	113	BN	1P29	392	1	552	4	1	2
cepillo	113	BN	1P29	372	1	457	1	1	2
cepillo	113	BN	1P29	400	1	468	2	1	2
colchón	111	BN	1P29	354	1	755	4	1	2
colchón	111	BN	1P29	361	1	744	3	1	2
colchón	111	BN	1P29	401	1	662	2	1	2
colchón	111	BN	1P29	373	1	756	1	1	2
columpio	114	BN	1P29	351	1	634	3	1	2
columpio	114	BN	1P29	332	1	469	4	1	2
columpio	114	BN	1P29	382	1	523	2	1	2
columpio	114	BN	1P29	377	1	535	1	1	2
corcho	110	BN	1P29	328	1	654	4	1	2
corcho	110	BN	1P29	300	1	839	2	1	2
corcho	110	BN	1P29	277	1	613	3	1	2
corcho	110	BN	1P29	309	1	753	1	1	2
cuchillo	132	BN	1P29	419	1	632	3	2	2
cuchillo	132	BN	1P29	434	1	562	1	2	2
cuchillo	132	BN	1P29	414	1	509	4	2	2
cuchillo	132	BN	1P29	473	1	561	2	2	2
escalera	125	BN	1P29	376	1	626	1	2	1
escalera	125	BN	1P29	433	1	486	2	2	1
escalera	125	BN	1P29	479	1	467	3	2	1
escalera	125	BN	1P29	486	1	486	4	2	1
escoba	105	BN	1P29	447	1	479	2	1	1
escoba	105	BN	1P29	427	1	419	3	1	1
escoba	105	BN	1P29	429	1	443	4	1	1
escoba	105	BN	1P29	364	1	506	1	1	1
espejo	133	BN	1P29	518	1	536	2	2	2
espejo	133	BN	1P29	451	1	404	4	2	2
espejo	133	BN	1P29	451	1	467	3	2	2
espejo	133	BN	1P29	469	1	474	1	2	2
flor	127	BN	1P29	167	1	528	1	2	1
flor	127	BN	1P29	212	1	589	2	2	1
flor	127	BN	1P29	245	1	398	4	2	1
flor	127	BN	1P29	261	1	373	3	2	1
globo	100	BN	1P29	221	1	468	1	1	1
globo	100	BN	1P29	267	1	563	2	1	1
globo	100	BN	1P29	261	1	442	3	1	1
globo	100	BN	1P29	259	1	425	4	1	1
hacha	116	BN	1P29	281	1	450	3	1	2
hacha	116	BN	1P29	317	1	531	2	1	2
hacha	116	BN	1P29	283	1	535	4	1	2
hacha	116	BN	1P29	295	1	612	1	1	2
hilo	130	BN	1P29	215	1	527	3	2	2
hilo	130	BN	1P29	229	1	541	1	2	2
hilo	130	BN	1P29	239	1	472	4	2	2
hilo	130	BN	1P29	255	1	543	2	2	2
hoja	135	BN	1P29	270	1	412	1	2	2
hoja	135	BN	1P29	259	1	435	4	2	2
hoja	135	BN	1P29	253	1	462	3	2	2
hoja	135	BN	1P29	297	1	465	2	2	2
hoz	115	BN	1P29	229	1	514	4	1	2
hoz	115	BN	1P29	229	1	693	3	1	2
hoz	115	BN	1P29	221	1	668	2	1	2
hoz	115	BN	1P29	225	1	708	1	1	2
hucha	119	BN	1P29	286	1	563	3	1	2
hucha	119	BN	1P29	306	1	525	2	1	2
hucha	119	BN	1P29	317	1	573	4	1	2
hucha	119	BN	1P29	295	1	660	1	1	2
huevo	131	BN	1P29	261	1	572	1	2	2
huevo	131	BN	1P29	268	1	468	3	2	2
huevo	131	BN	1P29	250	1	449	2	2	2
huevo	131	BN	1P29	268	1	459	4	2	2
mancha	136	BN	1P29	339	1	460	4	2	2
mancha	136	BN	1P29	285	1	480	3	2	2
mancha	136	BN	1P29	343	1	502	1	2	2
mancha	136	BN	1P29	338	1	469	2	2	2
mesa	137	BN	1P29	303	1	449	3	2	2
mesa	137	BN	1P29	287	1	432	1	2	2
mesa	137	BN	1P29	278	1	454	4	2	2
muleta	117	BN	1P29	365	1	847	4	1	2
muleta	117	BN	1P29	368	1	798	2	1	2
muleta	117	BN	1P29	363	1	675	3	1	2
muleta	117	BN	1P29	335	1	913	1	1	2
patín	102	BN	1P29	258	1	490	1	1	1
patín	102	BN	1P29	298	1	485	4	1	1
patín	102	BN	1P29	350	1	456	2	1	1
patín	102	BN	1P29	342	1	516	3	1	1
pelota	129	BN	1P29	281	1	461	1	2	1
pelota	129	BN	1P29	365	1	466	4	2	1
pelota	129	BN	1P29	314	1	425	2	2	1
pelota	129	BN	1P29	353	1	427	3	2	1
peluca	108	BN	1P29	258	1	554	1	1	1
peluca	108	BN	1P29	317	1	462	2	1	1
peluca	108	BN	1P29	350	1	481	4	1	1
peluca	108	BN	1P29	305	1	511	3	1	1
peonza	118	BN	1P29	354	1	540	4	1	2
peonza	118	BN	1P29	397	1	604	1	1	2
peonza	118	BN	1P29	357	1	504	3	1	2
peonza	118	BN	1P29	396	1	667	2	1	2
pincel	103	BN	1P29	334	1	480	3	1	1
pincel	103	BN	1P29	375	1	469	4	1	1
pincel	103	BN	1P29	357	1	564	1	1	1
pincel	103	BN	1P29	356	1	522	2	1	1
puerta	126	BN	1P29	278	1	604	3	2	1
puerta	126	BN	1P29	301	1	526	1	2	1
puerta	126	BN	1P29	286	1	592	2	2	1
puerta	126	BN	1P29	311	1	546	4	2	1
regadera	106	BN	1P29	441	1	514	4	1	1
regadera	106	BN	1P29	384	1	614	3	1	1
regadera	106	BN	1P29	369	1	699	1	1	1
regadera	106	BN	1P29	437	1	605	2	1	1
reloj	121	BN	1P29	258	1	488	2	2	1
reloj	121	BN	1P29	316	1	505	1	2	1
reloj	121	BN	1P29	328	1	542	3	2	1
reloj	121	BN	1P29	303	1	568	4	2	1
sierra	109	BN	1P29	325	1	528	4	1	1
sierra	109	BN	1P29	361	1	436	3	1	1
sierra	109	BN	1P29	379	1	570	1	1	1
sierra	109	BN	1P29	319	1	755	2	1	1
silla	138	BN	1P29	321	1	415	2	2	2
silla	138	BN	1P29	322	1	484	4	2	2
silla	138	BN	1P29	322	1	416	1	2	2
silla	138	BN	1P29	300	1	566	3	2	2
sombrero	134	BN	1P29	412	1	440	1	2	2
sombrero	134	BN	1P29	512	1	415	2	2	2
sombrero	134	BN	1P29	397	1	541	3	2	2
sombrero	134	BN	1P29	443	1	390	4	2	2
taburete	101	BN	1P29	388	1	450	2	1	1
taburete	101	BN	1P29	353	1	583	3	1	1
taburete	101	BN	1P29	372	1	639	4	1	1
taburete	101	BN	1P29	413	1	514	1	1	1
teléfono	122	BN	1P29	355	1	495	2	2	1
teléfono	122	BN	1P29	355	1	563	1	2	1
teléfono	122	BN	1P29	389	1	442	3	2	1
teléfono	122	BN	1P29	379	1	510	4	2	1
ventana	139	BN	1P29	333	1	488	3	2	2
ventana	139	BN	1P29	404	1	484	1	2	2
ventana	139	BN	1P29	404	1	532	4	2	2
ventana	139	BN	1P29	386	1	426	2	2	2
vestido	124	BN	1P29	452	1	529	1	2	1
vestido	124	BN	1P29	453	1	488	3	2	1
vestido	124	BN	1P29	470	1	504	2	2	1
vestido	124	BN	1P29	431	1	473	4	2	1
violín	104	BN	1P29	286	1	474	3	1	1
violín	104	BN	1P29	311	1	469	2	1	1
violín	104	BN	1P29	323	1	436	4	1	1
violín	104	BN	1P29	245	1	565	1	1	1
avión	123	BN	1P3	376	1	504	4	2	1
avión	123	BN	1P3	396	1	498	3	2	1
avión	123	BN	1P3	400	1	498	2	2	1
avión	123	BN	1P3	366	1	614	1	2	1
balcón	120	BN	1P3	458	1	642	4	2	1
balcón	120	BN	1P3	470	1	723	3	2	1
balcón	120	BN	1P3	440	1	888	1	2	1
balcón	120	BN	1P3	488	1	686	2	2	1
bolsa	128	BN	1P3	477	1	544	4	2	1
bolsa	128	BN	1P3	470	1	542	3	2	1
bolsa	128	BN	1P3	435	1	576	2	2	1
bolsa	128	BN	1P3	540	1	656	1	2	1
bombilla	107	BN	1P3	621	1	531	3	1	1
bombilla	107	BN	1P3	556	1	510	4	1	1
bombilla	107	BN	1P3	574	1	548	2	1	1
bombilla	107	BN	1P3	538	1	581	1	1	1
calcetín	112	BN	1P3	570	1	531	3	1	2
calcetín	112	BN	1P3	589	1	463	4	1	2
calcetín	112	BN	1P3	625	1	502	1	1	2
calcetín	112	BN	1P3	545	1	557	2	1	2
cepillo	113	BN	1P3	583	1	497	3	1	2
cepillo	113	BN	1P3	449	1	722	1	1	2
cepillo	113	BN	1P3	511	1	745	2	1	2
cepillo	113	BN	1P3	559	1	524	4	1	2
colchón	111	BN	1P3	511	1	449	3	1	2
colchón	111	BN	1P3	529	1	460	4	1	2
colchón	111	BN	1P3	489	1	550	2	1	2
colchón	111	BN	1P3	522	1	549	1	1	2
columpio	114	BN	1P3	605	1	572	3	1	2
columpio	114	BN	1P3	559	1	597	4	1	2
columpio	114	BN	1P3	628	1	570	2	1	2
columpio	114	BN	1P3	604	1	676	1	1	2
corcho	110	BN	1P3	437	1	1088	1	1	2
corcho	110	BN	1P3	471	1	703	4	1	2
corcho	110	BN	1P3	426	1	944	2	1	2
corcho	110	BN	1P3	552	1	834	3	1	2
cuchillo	132	BN	1P3	617	1	838	1	2	2
cuchillo	132	BN	1P3	752	1	572	4	2	2
cuchillo	132	BN	1P3	566	1	631	3	2	2
cuchillo	132	BN	1P3	610	1	537	2	2	2
escalera	125	BN	1P3	654	1	478	4	2	1
escalera	125	BN	1P3	645	1	566	3	2	1
escalera	125	BN	1P3	615	1	532	2	2	1
escalera	125	BN	1P3	527	1	858	1	2	1
escoba	105	BN	1P3	554	1	635	3	1	1
escoba	105	BN	1P3	541	1	557	4	1	1
escoba	105	BN	1P3	520	1	665	1	1	1
escoba	105	BN	1P3	543	1	521	2	1	1
espejo	133	BN	1P3	583	1	571	4	2	2
espejo	133	BN	1P3	647	1	543	3	2	2
espejo	133	BN	1P3	625	1	542	2	2	2
espejo	133	BN	1P3	529	1	513	1	2	2
flor	127	BN	1P3	324	1	486	4	2	1
