1P8_110031111.WAV	5.867347e+02	6.024000e+02	6.055000e+02
1P8_110121211.WAV	7.822902e+02	8.093000e+02	8.074000e+02
1P8_110341111.WAV	1.218299e+03	1.242800e+03	1.240900e+03
1P8_110521212.WAV	6.106803e+02	6.282000e+02	6.275000e+02
1P8_110611212.WAV	1.104558e+03	1.126700e+03	1.111100e+03
1P8_110741112.WAV	9.728571e+02	9.896000e+02	9.841000e+02
1P8_110831112.WAV	7.643311e+02	789	7.731000e+02
1P8_111231121.WAV	5.957143e+02	6.137000e+02	6.165000e+02
1P8_111321221.WAV	1.108549e+03	9.825000e+02	9.797000e+02
1P8_111541122.WAV	8.172109e+02	8.184000e+02	814
1P8_111631122.WAV	6.456009e+02	6.707000e+02	6.713000e+02
1P8_111721222.WAV	8.840590e+02	8.908000e+02	8.837000e+02
1P8_111811222.WAV	1.010771e+03	1.030500e+03	1.027200e+03
1P8_111941122.WAV	9.299546e+02	9.403000e+02	9.342000e+02
1P8_112032111.WAV	6.735374e+02	6.857000e+02	6.857000e+02
1P8_112122211.WAV	7.353968e+02	7.521000e+02	7.521000e+02
1P8_112212211.WAV	5.757596e+02	5.819000e+02	5.819000e+02
1P8_112432111.WAV	6.216553e+02	6.437000e+02	6.437000e+02
1P8_112522212.WAV	5.917234e+02	5.953000e+02	5.953000e+02
1P8_112612212.WAV	6.036961e+02	6.193000e+02	6.137000e+02
1P8_112742112.WAV	5.578005e+02	5.696000e+02	5.696000e+02
1P8_113012221.WAV	7.473696e+02	7.668000e+02	7.668000e+02
1P8_113232121.WAV	8.451474e+02	6.387000e+02	6.384000e+02
1P8_113322221.WAV	9.010204e+02	921	921
1P8_113412221.WAV	5.408390e+02	5.525000e+02	5.481000e+02
1P8_113632122.WAV	7.264172e+02	7.456000e+02	717
1P8_113722222.WAV	7.234240e+02	7.446000e+02	7.189000e+02
1P8_113812222.WAV	5.977098e+02	6.115000e+02	6.083000e+02
1P8_113942122.WAV	6.895011e+02	7.009000e+02	6.905000e+02
1P8_210011211.WAV	5.887302e+02	5.957000e+02	5.957000e+02
1P8_210141111.WAV	9.419274e+02	9.597000e+02	9.548000e+02
1P8_210231111.WAV	6.885034e+02	708	708
1P8_210411211.WAV	7.693197e+02	7.886000e+02	7.827000e+02
1P8_210541112.WAV	6.017007e+02	6.224000e+02	6.012000e+02
1P8_210631112.WAV	8.541270e+02	8.691000e+02	8.512000e+02
1P8_210721212.WAV	6.855102e+02	6.959000e+02	6.923000e+02
1P8_210811212.WAV	7.603401e+02	7.631000e+02	7.573000e+02
1P8_211121221.WAV	1.805964e+03	1.830400e+03	1.830400e+03
1P8_211211221.WAV	6.625624e+02	6.797000e+02	6.797000e+02
